FLAG	DETAILS	TITLE	ILLUSTRATION	RIGHT-BTN	LEFT-BTN	MID-BTN	QOOK
$flow.escalation._SendMifiMail	Envoyer un e-mail en utilisant le modèle S.O. :<N><T>Reply template -> 4. Salt Fiber -> 3. Salt Fiber Technical -> 6. Mifi Request.	Envoyer un mail	so/mifitemplate				
$flow.lan._SwapEthernetPort		Essayer sur un autre port Ethernet	box/lan/lan				
$flow.escalation._AddEscalationMemo	Ajouter des informations nécessaires pour le traitement des cas.<N><T>-Pas d'Internet.<N><T>- Câble en fibre optique changé.<N><T>- ID du ticket.<N><T>- Données de contact mises à jour (le cas échéant).<N><T>- Si MiFi a été donné.<N><T>- Client informé que le ticket est traité avec priorité.<N><T>- Ticket escaladé.	Ajouter note dans VTI	vti/addnotefr				
$flow.powercable._AddPowercableMemo	Client envoyé au SST pour tester l'alimentation	Ajouter note 	vti/addnote2fr				
$flow.nointernet.so.tckets._TvProblem		Create a ticket 541					
$flow.swapcable._InputShipingAdress	Nous avons encore un bug avec les caractères spéciaux du clavier dans cet outil. Merci de les écrire comme ceci :<N><T>- é ou è = e<N><T>- à = a <N><T>- ö = oe<N><T>- ä = ae<N><T>- ü = ue<N><T>- ï = i<N><T>- ç = c<N><T>- etc...	Saisir l'adresse					
$flow.swapcable.IsShipingToAnotherAdress		Effectuer la livraison à une autre adresse que celle dans VTI ?		Adresse temporaire	Adresse VTI		
$flow.nointernet.fiberbox.FiberLedOff		La led Fiber est OFF ?					
$flow.nointernet.customer.HasCustomerLEXnetworkIssue	Trouver le LEX et l'OLT dans VTI, comparer avec la liste des incidents de service dans Qoof	Y-a-t-il un incident dans le LEX ?	vti/lexincident	Oui, informez que c'est en cours de résolution			https://qoof.salt.ch/bug/services/services_major_incidents
$flow.nointernet.so.tckets._SOWWWLedOff	<N>Informer :<N><T>- qu’un ticket technique sera transmis à notre service technique pour une analyse approfondie.<N><T>- on pourrait le contacter.<N><T>- il recevra un feedback dès que possible.<N><T>- <em>la box doit toujours être alimenté (230V) et branché (SFP, Fibre, OTO) pendant toute la durée de vie d'un ticket.<em>'	Création automatique de tickets [524] dans SuperOffice					
