FLAG	DETAILS	TITLE	ILLUSTRATION	RIGHT-BTN	LEFT-BTN	MID-BTN	QOOK
$flow.nointernet.postLedChecks._ReadRXValues	Den Kunden unterstützen<N>Erklären, wie man den RX-Wert findet. RX-Werte eingeben<N> Wenn keine Werte erhalten werden können, geben Sie <b>aaa<b> wenn das einzige Gerät im Haushalt ein AppleTV ist.<N><N><em> Falls keine Weiterleitung auf die Anmeldeseite erfolgt, die folgende Adresse manuell eingeben:<N>192.168.1.1/login.htm<em>	RX-Werte eingeben (FiberBox Admin-Konsole zu Hause)	box/AdminRX-de	RX-Werte oder aaa	Boot-Sequenz anormal	WiFi unsichtbar	https://youtube.com/watch?v=vB61nkVrqj0|https://qoof.salt.ch/de/knowledge/technical/modem_router/boot_led_sequence#pr%C3%BCfung-der-led-sequenz-reihenfolge
$flow.nointernet.so.tckets._SwapBox	'- Ein Ticket [523] wird automatisch generiert, wenn der nächste Schritt erreicht wird. Erstelle nicht manuell (SuperOffice) eines. Eine Kopie des Inhalts wird an deine Mailbox geschickt.<N><N>Informieren, dass:<N><T>- ein technisches Ticket zur weiteren Abklärung an unseren technischen Dienst weitergeleitet wurde.<N><T>- wir ihn kontaktieren könnten.<N><T>- er so schnell wie möglich ein Feedback erhalten wird.<N><T>- <em>die Box während des gesamten Lebenszyklus des Tickets bei ihm immer mit Strom versorgt (230V) und angeschlossen (SFP, Fiber, OTO) sein muss.<em>'	Automatische Ticket-Erstellung [523] in SuperOffice 					
$flow.nointernet.fiberbox.IsWWWLedOff		Leuchtet die WWW-LED grün?		Grün	Aus (leuchtet nicht)		https://qoof.salt.ch/de/knowledge/technical/modem_router/boot_led_sequence#www-led
$flow.nointernet.fiberbox.IsWWWLedGreen		Leuchtet die WWW-LED grün?		Grün	Aus (leuchtet nicht)		https://qoof.salt.ch/de/knowledge/technical/modem_router/boot_led_sequence#www-led
$flow.nointernet.fiberbox.WhatIsFiberLEDStatus		Wie ist die Fiber-LED?		Grün stabil		Rot, blinkt oder aus	
$flow.installation._EnsureCorrectPortPlug	<b>Vor allem, wenn das Kabel gewechselt wurde<b>	Sicherstellen, dass das Glasfaserkabel an den richtigen OTO-Port angeschlossen ist	box/oto/Correctplugde				
$flow.installation._EnsureNoLanLoop	Eine LAN-Schlaufe ist ein Kabel, das von einem Port der Box direkt zu einem anderen Port führt.	Sicherstellen, dass es keine Schlaufen im Kabel vorhanden sind 	box/lanloop				
$flow.installation._RemoveMultiplePowerSocket	Die Box darf nicht an eine Mehrfachsteckdose angeschlossen werden	Die Box direkt an eine Wandsteckdose anschliessen					
$flow.installation.IsOTOidAligned	Den Kunden bitten, die OTO-Nummer laut vorzulesen.	Ist die OTO-Nummer die gleiche wie in VTI?					
$flow.installation.OTOPlugDamagedNotClicking	Das Glasfaserkabel hält nicht gut in der Steckdose (kein <LQ>click<RQ> hörbar beim Einstecken)	Ist die OTO-Steckdose beschädigt?					
$flow.wifi._MoveCloseUnplugRepeater		Sich der Box nähern und sicherstellen, dass kein WiFi-Repeaters in Reichweite ist.	box/getClose				
$flow.installation._CheckSFP	Versuchen Sie, die SFP <b>nicht dazu zu bringen, die SFP zu sehr zu manipulieren<b>. Stellen Sie einfach sicher, dass: <N><T>- Der blaue Hebel ist oben. <N><T>- Die SFP wird ganz nach innen geschoben.	Sicherstellen, dass der SFP das Glasfaserkabel korrekt befestigt	box/sfp/badgood				https://qoof.salt.ch/de/customer-process/use_trouble/internet/led_fiber_off_red#alle-kabel-gem%C3%A4ss-video-anschliessen
$flow.activation.IsFiberOrMultisurf		Handelt es sich um einen Fiber- oder MultiSurf-Vertrag?		Fiber	MultiSurf		
$flow.activation.WhereWasOrderDone		Wo wurde die Bestellung abgeschlossen?		Online-Bestellung oder Tür-zu-Tür	In einem Store		https://qoom.salt.ch/de/customer-process/discover/salt_company_info/stores_adress_list
$flow.activation._GetAdresAndElligibility		Adresse und Verfügbarkeit der Glasfaser an der Adresse prüfen					https://qoof.salt.ch/de/customer-process/discover/services/availability_check#in-den-salt-stores-%C3%BCber-den-kundendienst
$flow.escalation._SendMifiMail	E-Mail senden mit folgender SO-Vorlage<N><T>Reply template -> 4. Salt Fiber -> 3. Salt Fiber Technical -> 6. Mifi Request.	E-Mail senden	so/mifitemplate				
$flow.lan._SwapEthernetPort		An einem anderen Ethernet-Port testen	box/lan/lan				
$flow.escalation._AddEscalationMemo	Die erforderlichen Informationen zur Fallbearbeitung hinzufügen.<N><T>- Kein Internet.<N><T>- Glasfaserkabel ersetzt.<N><T>- Ticket-ID.<N><T>- Aktualisierte Kontaktdaten (falls zutreffend).<N><T>- Angabe, ob ein MiFi gegeben wurde.<N><T>- Kunde informiert, dass sein Ticket mit Priorität bearbeitet wird.<N><T>- Ticket eskaliert.	VTI-Notiz hinzufügen	vti/addnotede				
$flow.powercable._AddPowercableMemo	Kunde in einen SST geschickt, um die Stromversorgung zu testen.	Notiz hinzufügen	vti/addnote2de				
$flow.salttv._ActivateTVServicesVTI		TV-Dienste in VTI aktivieren					
$flow.salttv._CheckSaltTVwithOtherDevice		Mit einem anderen WiFi-Gerät prüfen					
$flow.salttv._ConnectAppleTVtoOneGhz		Sicherstellen, dass AppleTV an den 1Ghz-Ethernet-Port angeschlossen ist					
$flow.salttv._RebootAppleTV		AppleTV neu starten					
$flow.salttv._ResetAppleTV		AppleTV zurücksetzen					
$flow.salttv.HowWithOtherDevice		Ist der Sender auf anderen Geräten verfügbar?		Ja	Keine oder kann nicht mit anderen Geräten testen		
$flow.salttv.IsImageJerky		Is the image Jerky ?		Jerky images	Anders		
$flow.salttv.IsNoFlowAtAll		Tritt das Problem bei jedem einzelnen Sender auf?		Ja	Nein, nur bei einem Sender		
$flow.salttv.IsTVServicesActiveVTI		Sind die Dienste in VTI aktiv ?					
$flow.salttv.WhatAppleTVcnxType		Wie ist das AppleTV angeschlossen?		LAN	WiFi		
$flow.nointernet.so.tckets._TvProblem		Automatische Ticket-Erstellung [541]					
$flow.swapcable._InputShipingAdress	Wir haben einen Fehler mit den Sonderzeichen der Tastatur in diesem Tool. Bitte diese wie folgt schreiben:<N><T>- é ou è = e<N><T>- à = a <N><T>- ö = oe<N><T>- ä = ae<N><T>- ü = ue<N><T>- ï = i<N><T>- ç = c<N><T>- usw.	Die Adresse eingeben					
$flow.swapcable.IsShipingToAnotherAdress		Lieferung an eine andere Adresse als die im VTI?		Provisorische Adresse	VTI-Adresse		
$flow.nointernet.fiberbox.FiberLedOff		Die FIBER-LED ist ausgeschaltet?					
$flow.nointernet.customer.HasCustomerLEXnetworkIssue	Finden Sie die LEX und LTO in VTI, vergleichen Sie mit der Liste der Service-Vorfälle in Qoof	Gibt es einen Zwischenfall in LEX?	vti/lexincident	Ja, informieren Sie, dass das Problem behoben wird.			https://qoof.salt.ch/bug/services/services_major_incidents
